vertical,use_case_id,technology_id,awarded_observation_count,raw_value_p25,raw_value_median,raw_value_p75,assumption_template_status,greenfield_low_annual_value_eur,greenfield_central_annual_value_eur,greenfield_high_annual_value_eur,expansion_low_annual_value_eur,expansion_central_annual_value_eur,expansion_high_annual_value_eur,public_low_annual_value_eur,public_central_annual_value_eur,public_high_annual_value_eur,currency,basis,method,source_reference,review_status,reviewer_notes
Aerospace,predictive-maintenance,industrial-robotics,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Aerospace,predictive-maintenance,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Aerospace,route-optimization,autonomous-vehicles-drones,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,anomaly-detection,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,anomaly-detection,cybersecurity-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,anomaly-detection,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,asset-tracking,autonomous-vehicles-drones,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,asset-tracking,cloud-data-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,asset-tracking,digital-twin,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,asset-tracking,iot-platforms,1,530000.0,530000.0,530000.0,insufficient_awarded_observations,,,,,,,,,,,"TED awarded comparable contracts exist; currency, scope and duration must be validated",Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,asset-tracking,rfid-asset-tagging,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,automated-inspection-defect-detection,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,compliance-monitoring,cloud-data-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,compliance-monitoring,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,compliance-monitoring,cybersecurity-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,compliance-monitoring,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,energy-optimization,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,energy-optimization,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,environmental-emissions-monitoring,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,fraud-detection,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,network-optimization,digital-twin,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,predictive-maintenance,digital-twin,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,predictive-maintenance,industrial-robotics,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,predictive-maintenance,machine-learning,1,24000000.0,24000000.0,24000000.0,insufficient_awarded_observations,,,,,,,,,,,"TED awarded comparable contracts exist; currency, scope and duration must be validated",Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,risk-scoring,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,route-optimization,autonomous-vehicles-drones,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,route-optimization,digital-twin,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Automotive,route-optimization,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,anomaly-detection,cloud-data-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,anomaly-detection,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,anomaly-detection,digital-twin,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,anomaly-detection,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,anomaly-detection,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,asset-tracking,autonomous-vehicles-drones,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,asset-tracking,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,asset-tracking,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,automated-inspection-defect-detection,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,compliance-monitoring,blockchain-distributed-ledger,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,compliance-monitoring,cloud-data-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,compliance-monitoring,cybersecurity-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,compliance-monitoring,edge-computing,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,compliance-monitoring,iot-platforms,1,170000.0,170000.0,170000.0,insufficient_awarded_observations,,,,,,,,,,,"TED awarded comparable contracts exist; currency, scope and duration must be validated",Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,compliance-monitoring,machine-learning,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,energy-optimization,digital-twin,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,environmental-emissions-monitoring,cloud-data-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,environmental-emissions-monitoring,iot-platforms,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,fraud-detection,computer-vision,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,it-operations-automation,cybersecurity-platform,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
Defense,kyc-aml-automation,blockchain-distributed-ledger,0,,,,no_awarded_comparable_evidence,,,,,,,,,,,No taxonomy-linked awarded comparable evidence; an external public comparable or approved business assumption is required,Validate greenfield and expansion annual EUR values for SBS verticals; for Public/Gov validate one annual value per observed procurement-active buyer. Report P25 / median / P75 for the applicable segment only,analysis2/reference/market_sizing/comparable_contract_observations.csv,required,
